Incident Number,Incident Date,Time Num,Street,Alt Street,City,County,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,fatal,EMSTransport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,pedestrian,bicycle,drug,etoh,Latitude,Longitude,Location WKT,Location,Light Condition,year,month,day,hour,day_of_week
22-001444,2022-01-05 07:31:00,7.5,1750 Dodds Ave,,Chattanooga,Hamilton,E 17th St,,4,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.019628,-85.271072,POINT (-85.271072 35.019628),"(35.019628, -85.271072)",3,2022,1,5,7,2
22-001729,2022-01-05 18:53:00,19.0,Fairfax Dr,,Chattanooga,Hamilton,Azalean Dr,,4,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.107105,-85.261742,POINT (-85.261742 35.107105),"(35.107105, -85.261742)",0,2022,1,5,18,2
22-002006,2022-01-06 19:40:00,19.5,Mccallie Ave,,Chattanooga,Hamilton,Dodson Ave,,5,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.03097,-85.26135,POINT (-85.26135 35.03097),"(35.030970, -85.261350)",0,2022,1,6,19,3
22-003263,2022-01-10 14:51:00,15.0,5665 Brainerd Road,SR-5665,Chattanooga,Hamilton,Old Mission Road,,1,0,0,0,1,0,40.0,1,0,1,0,0.0,0.0,35.1227964,-85.055304,POINT (-85.055304 35.1227964),"(35.1227964, -85.055304)",4,2022,1,10,14,0
22-003995,2022-01-12 17:29:00,17.5,490 Greenway View Dr,,Chattanooga,Hamilton,Skurlock Rd,,1,0,0,0,1,0,,1,0,1,0,0.0,0.0,35.008709,-85.205213,POINT (-85.205213 35.008709),"(35.008709, -85.205213)",5,2022,1,12,17,2
22-008237,2022-01-24 18:58:00,19.0,Hwy 58,,Chattanooga,Hamilton,Holder Rd,,4,0,0,0,1,0,50.0,1,0,1,0,0.0,0.0,35.113746,-85.130908,POINT (-85.130908 35.113746),"(35.113746, -85.130908)",1,2022,1,24,18,0
22-008824,2022-01-26 11:39:00,11.5,2119 E 23rd St,,Chattanooga,Hamilton,4th Ave,,5,0,0,0,1,0,40.0,1,0,1,0,0.0,0.0,35.018546,-85.280426,POINT (-85.280426 35.018546),"(35.018546, -85.280426)",4,2022,1,26,11,2
22-009599,2022-01-28 14:35:00,14.5,E Main St,,Chattanooga,Hamilton,Rossville Ave,,1,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.035383,-85.305354,POINT (-85.305354 35.035383),"(35.035383, -85.305354)",4,2022,1,28,14,4
22-011110,2022-02-01 20:45:00,21.0,101 Glenwood Dr,,Chattanooga,Hamilton,101 Glenwood Dr,,1,0,0,0,1,0,30.0,1,0,1,0,0.0,1.0,35.032474,-85.263942,POINT (-85.263942 35.032474),"(35.032474, -85.263942)",1,2022,2,1,20,1
22-011704,2022-02-03 11:35:00,11.5,111 Belvour Ave,,Chattanooga,Hamilton,Brainerd Rd,,1,0,0,0,1,0,40.0,1,4,1,0,0.0,0.0,35.016294,-85.241549,POINT (-85.241549 35.016294),"(35.016294, -85.241549)",4,2022,2,3,11,3
22-013996,2022-02-09 16:25:00,16.5,18210 Interstate 24 Wb St,,Chattanooga,Hamilton,S Crest Rd,,4,0,1,0,1,0,65.0,1,0,1,0,0.0,0.0,35.020105,-85.266145,POINT (-85.266145 35.020105),"(35.020105, -85.266145)",4,2022,2,9,16,2
22-015731,2022-02-14 08:20:00,8.5,822 Central Avenue,,Chattanooga,Hamilton,O Neal St,,4,0,0,0,1,0,,1,0,1,0,0.0,0.0,35.040441,-85.289671,POINT (-85.289671 35.040441),"(35.040441, -85.289671)",4,2022,2,14,8,0
22-017223,2022-02-17 00:00:00,,5100 Highway 153,,Chattanooga,Hamilton,Hamill rd,,1,0,0,0,1,0,45.0,1,4,1,0,0.0,1.0,35.121052,-85.237366,POINT (-85.237366 35.121052),"(35.121052, -85.237366)",6,2022,2,17,0,3
22-020535,2022-02-26 18:55:00,19.0,3550 Cummings Hwy,,Chattanooga,Hamilton,Cummings Hwy,,5,0,0,0,1,0,15.0,1,4,1,0,0.0,0.0,35.015591,-85.376588,POINT (-85.376588 35.015591),"(35.015591, -85.376588)",0,2022,2,26,18,5
22-020682,2022-02-27 04:20:00,4.5,776 Mountain Creek Rd,SR-776,Chattanooga,Hamilton,Signal Mtn. Rd,,4,0,1,0,1,0,35.0,1,4,1,0,,,35.09943,-85.327992,POINT (-85.327992 35.09943),"(35.099430, -85.327992)",0,2022,2,27,4,6
22-022797,2022-03-04 17:18:00,17.5,1500 Market St,SR-1,Chattanooga,Hamilton,E Main,1.0,4,0,1,0,1,0,35.0,1,0,1,0,0.0,0.0,35.036143,-85.307328,POINT (-85.307328 35.036143),"(35.036143, -85.307328)",4,2022,3,4,17,4
22-024758,2022-03-09 18:39:00,18.5,101 N Howell Ave,,Chattanooga,Hamilton,Club Dr,,5,0,0,0,1,0,25.0,1,0,1,0,0.0,0.0,35.013273,-85.224251,POINT (-85.224251 35.013273),"(35.013273, -85.224251)",1,2022,3,9,18,2
22-026948,2022-03-15 20:03:00,20.0,397 Mcbrien Rd,,Chattanooga,Hamilton,S Terrace,,5,0,0,0,1,0,30.0,1,4,1,0,0.0,0.0,35.004589,-85.22746,POINT (-85.22746 35.004589),"(35.004589, -85.227460)",0,2022,3,15,20,1
22-028511,2022-03-19 16:40:00,16.5,5812 Browntown Rd,,Chattanooga,Hamilton,Courtney Ln,,5,0,1,0,1,0,40.0,1,0,1,0,0.0,0.0,35.162694,-85.274201,POINT (-85.274201 35.162694),"(35.162694, -85.274201)",4,2022,3,19,16,5
22-028594,2022-03-19 20:58:00,21.0,250 W 38th St,,Chattanooga,Hamilton,Kirkland Ave,,5,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.006293,-85.3128,POINT (-85.3128 35.006293),"(35.006293, -85.312800)",0,2022,3,19,20,5
22-030189,2022-03-24 08:14:00,8.0,100 W Martin Luther King Blvd,,Chattanooga,Hamilton,Broad St,,0,0,0,1,1,0,25.0,1,0,1,0,0.0,0.0,35.045743,-85.31002,POINT (-85.31002 35.045743),"(35.045743, -85.310020)",4,2022,3,24,8,3
22-030894,2022-03-25 22:50:00,23.0,5500 - 5699 Lake Resort Dr,,Chattanooga,Hamilton,Lake Resort Ter,,5,0,1,0,1,0,45.0,1,0,1,0,,,35.10987,-85.228423,POINT (-85.228423 35.10987),"(35.109870, -85.228423)",1,2022,3,25,22,4
22-031949,2022-03-28 20:45:00,21.0,Brainerd Rd,,Chattanooga,Hamilton,N Germantown Rd,,5,0,0,0,1,0,40.0,1,0,1,0,0.0,0.0,35.024821,-85.245567,POINT (-85.245567 35.024821),"(35.024821, -85.245567)",0,2022,3,28,20,0
22-033123,2022-03-31 21:30:00,21.5,8001 Volkswagen Dr,,Chattanooga,Hamilton,Bonny oaks dr,,4,0,0,0,1,0,25.0,1,0,1,0,0.0,0.0,35.07286,-85.1338,POINT (-85.1338 35.07286),"(35.072860, -85.133800)",0,2022,3,31,21,3
22-034800,2022-04-05 11:49:00,12.0,Bonnyshire Dr,,Chattanooga,Hamilton,Bonny Oaks Dr,,1,0,0,0,1,0,15.0,1,4,1,0,0.0,0.0,35.069012,-85.165417,POINT (-85.165417 35.069012),"(35.069012, -85.165417)",4,2022,4,5,11,1
22-035707,2022-04-07 17:05:00,17.0,1601 Market St,,Chattanooga,Hamilton,Main st,,1,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.036004,-85.307644,POINT (-85.307644 35.036004),"(35.036004, -85.307644)",4,2022,4,7,17,3
22-037536,2022-04-12 16:59:00,17.0,W 38th St,,Chattanooga,Hamilton,Highland Ave,,1,0,0,0,1,0,25.0,1,0,1,0,0.0,1.0,35.006743,-85.313989,POINT (-85.313989 35.006743),"(35.006743, -85.313989)",4,2022,4,12,16,1
22-037963,2022-04-13 18:04:00,18.0,Mccallie Ave,,Chattanooga,Hamilton,Douglas St,,4,0,0,0,1,0,25.0,1,0,1,0,0.0,0.0,35.04562,-85.30119,POINT (-85.30119 35.04562),"(35.045620, -85.301190)",4,2022,4,13,18,2
22-042520,2022-04-25 17:15:00,17.5,900 Carter St,,Chattanooga,Hamilton,E Martin Luther King Blvd,,1,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.045668,-85.311653,POINT (-85.311653 35.045668),"(35.045668, -85.311653)",4,2022,4,25,17,0
22-043161,2022-04-27 10:15:00,10.5,900 Manufacturers Rd,,Chattanooga,Hamilton,Hamm Rd,,5,0,0,0,1,0,,1,0,1,0,1.0,0.0,35.05884,-85.327645,POINT (-85.327645 35.05884),"(35.058840, -85.327645)",4,2022,4,27,10,2
22-043207,2022-04-27 12:16:00,12.5,Rossville Blvd,SR-3200,Chattanooga,Hamilton,E 32nd St,,4,0,0,0,1,0,40.0,1,0,1,0,0.0,0.0,35.007069,-85.293833,POINT (-85.293833 35.007069),"(35.007069, -85.293833)",4,2022,4,27,12,2
22-043374,2022-04-27 18:59:00,19.0,Market St,,Chattanooga,Hamilton,W 14th St,,1,0,0,0,1,0,20.0,1,0,1,0,0.0,0.0,35.038499,-85.307481,POINT (-85.307481 35.038499),"(35.038499, -85.307481)",5,2022,4,27,18,2
22-044394,2022-04-30 04:00:00,4.0,500 River St,,Chattanooga,Hamilton,River St,,4,0,1,0,1,0,25.0,1,0,1,0,,,35.060029,-85.304211,POINT (-85.304211 35.060029),"(35.060029, -85.304211)",0,2022,4,30,4,5
22-046149,2022-05-04 16:05:00,16.0,153 Hwy,,Chattanooga,Hamilton,Northpoint Blvd,,4,0,0,0,1,0,45.0,1,0,1,0,0.0,0.0,35.138164,-85.24936,POINT (-85.24936 35.138164),"(35.138164, -85.249360)",4,2022,5,4,16,2
22-048639,2022-05-10 18:45:00,19.0,2400 Dodson Ave,,Chattanooga,Hamilton,Daisy St,,4,0,1,0,1,0,30.0,1,0,1,0,0.0,0.0,35.0816226,-85.263,POINT (-85.263 35.0816226),"(35.0816226, -85.263000)",4,2022,5,10,18,1
22-050400,2022-05-15 02:26:00,2.5,Mccallie Ave,,Chattanooga,Hamilton,Glenwood Dr,,5,0,0,0,1,0,35.0,1,4,1,0,0.0,1.0,35.031395,-85.261209,POINT (-85.261209 35.031395),"(35.031395, -85.261209)",0,2022,5,15,2,6
22-051241,2022-05-17 10:49:00,11.0,979 E 3rd St,,Chattanooga,Hamilton,Central Ave,,4,0,0,0,1,0,,1,0,1,0,0.0,0.0,35.047957,-85.289321,POINT (-85.289321 35.047957),"(35.047957, -85.289321)",4,2022,5,17,10,1
22-052057,2022-05-19 07:49:00,8.0,Market St,,Chattanooga,Hamilton,E 10th St,,4,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.044862,-85.309402,POINT (-85.309402 35.044862),"(35.044862, -85.309402)",4,2022,5,19,7,3
22-054291,2022-05-24 17:50:00,18.0,12th Ave/ E 31st St,,Chattanooga,Hamilton,E 30th St,,4,0,0,0,1,0,25.0,1,0,1,0,0.0,0.0,35.0434061,-85.306981,POINT (-85.306981 35.0434061),"(35.0434061, -85.306981)",4,2022,5,24,17,1
22-058954,2022-06-05 02:40:00,2.5,2125 Mccallie Ave,,Chattanooga,Hamilton,N Willow St,,0,0,1,1,1,0,35.0,1,0,1,0,0.0,1.0,35.0344504,-85.270852,POINT (-85.270852 35.0344504),"(35.0344504, -85.270852)",0,2022,6,5,2,6
22-065295,2022-06-20 19:28:00,19.5,1401 N Chamberlain Ave,,Chattanooga,Hamilton,Balto St,,1,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.05054,-85.25712,POINT (-85.25712 35.05054),"(35.050540, -85.257120)",4,2022,6,20,19,0
22-067953,2022-06-27 06:55:00,7.0,7200 Shallowford Rd,,Chattanooga,Hamilton,I 75 NB off ramp,,5,0,0,0,1,0,45.0,1,0,1,0,0.0,0.0,35.04156,-85.154814,POINT (-85.154814 35.04156),"(35.041560, -85.154814)",3,2022,6,27,6,0
22-068515,2022-06-28 14:00:00,14.0,1420 Dodson Ave,,Chattanooga,Hamilton,Wilcox Blvd,,5,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.05297,-85.260301,POINT (-85.260301 35.05297),"(35.052970, -85.260301)",4,2022,6,28,14,1
22-068872,2022-06-29 07:00:00,7.0,De Sales Ave,SR-2525,Chattanooga,Hamilton,Glenwood Dr,,1,0,1,0,1,0,15.0,1,0,1,0,0.0,0.0,35.041707,-85.260666,POINT (-85.260666 35.041707),"(35.041707, -85.260666)",4,2022,6,29,7,2
22-072484,2022-07-08 00:00:00,,Rossville Blvd,,Chattanooga,Hamilton,E 40th St,,5,0,1,0,1,0,40.0,1,0,1,0,0.0,0.0,34.9976519,-85.291118,POINT (-85.291118 34.9976519),"(34.9976519, -85.291118)",6,2022,7,8,0,4
22-084073,2022-08-05 03:17:00,3.5,1000 Interstate 75 St,I-75,Chattanooga,Hamilton,900 Interstate 75,10.0,5,0,0,0,1,0,65.0,1,0,1,0,1.0,1.0,35.078288,-85.095544,POINT (-85.095544 35.078288),"(35.078288, -85.095544)",0,2022,8,5,3,4
22-084146,2022-08-05 10:20:00,10.5,301 Market St,SR-300,Chattanooga,Hamilton,E 3rd Street,,4,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.05332,-85.309891,POINT (-85.309891 35.05332),"(35.053320, -85.309891)",4,2022,8,5,10,4
22-088122,2022-08-14 22:00:00,22.0,7300 Lee Hwy,SR-7,Chattanooga,Hamilton,Courage Way,1.0,1,0,0,0,1,0,45.0,1,0,1,0,0.0,1.0,35.052856,-85.148707,POINT (-85.148707 35.052856),"(35.052856, -85.148707)",1,2022,8,14,22,6
22-091958,2022-08-24 09:18:00,9.5,3916 Rossville Blvd,,Chattanooga,Hamilton,E 40th St,,1,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,34.998012,-85.291088,POINT (-85.291088 34.998012),"(34.998012, -85.291088)",4,2022,8,24,9,2
22-097220,2022-09-06 14:00:00,14.0,509 E Main St,,Chattanooga,Hamilton,Adams St,,1,0,0,0,1,0,15.0,1,0,1,0,0.0,0.0,35.033765,-85.301101,POINT (-85.301101 35.033765),"(35.033765, -85.301101)",4,2022,9,6,14,1
22-101372,2022-09-16 00:00:00,,700 Interstate 75 Southbound,I-75,Chattanooga,Hamilton,Bonny Oaks,,5,0,1,0,1,0,55.0,1,0,1,0,,,35.0602946,-85.130719,POINT (-85.130719 35.0602946),"(35.0602946, -85.130719)",1,2022,9,16,0,4
22-101392,2022-09-16 23:55:00,24.0,W Martin Luther King Blvd,,Chattanooga,Hamilton,Carter St,,4,0,1,0,1,0,30.0,1,0,1,0,0.0,0.0,35.045297,-85.312411,POINT (-85.312411 35.045297),"(35.045297, -85.312411)",0,2022,9,16,23,4
22-104314,2022-09-24 00:14:00,24.0,,I-24,Chattanooga,Hamilton,Market St,179.6,0,0,0,1,0,0,55.0,1,0,1,0,0.0,1.0,35.025429,-85.302258,POINT (-85.302258 35.025429),"(35.025429, -85.302258)",1,2022,9,24,0,5
22-104461,2022-09-24 00:00:00,,5901 Shallowford Road,SR-5900,Chattanooga,Hamilton,Jersey Pike,,0,0,0,1,0,0,35.0,1,0,1,0,,,35.0236827,-85.158285,POINT (-85.158285 35.0236827),"(35.0236827, -85.158285)",6,2022,9,24,0,5
22-108023,2022-10-03 17:17:00,17.5,Dodds Ave,,Chattanooga,Hamilton,E 41st St,,1,0,0,0,1,0,40.0,1,0,1,0,0.0,1.0,34.9951965,-85.284396,POINT (-85.284396 34.9951965),"(34.9951965, -85.284396)",4,2022,10,3,17,0
22-111369,2022-10-12 12:42:00,12.5,600-799 N Holtzclaw Ave,,Chattanooga,Hamilton,Cleveland Ave,,4,0,0,0,1,0,45.0,1,0,1,0,0.0,0.0,35.04654,-85.278419,POINT (-85.278419 35.04654),"(35.046540, -85.278419)",4,2022,10,12,12,2
22-115654,2022-10-24 02:00:00,2.0,5440 Highway 153,SR-153,Chattanooga,Hamilton,Northpoint Blvd,,0,0,1,1,0,0,45.0,1,0,1,0,,,35.138778,-85.247194,POINT (-85.247194 35.138778),"(35.138778, -85.247194)",0,2022,10,24,2,0
22-115693,2022-10-24 07:57:00,8.0,2337 Mccallie Ave,,Chattanooga,Hamilton,Lyerly,,1,0,0,0,1,0,30.0,1,0,1,0,,,35.034586,-85.267198,POINT (-85.267198 35.034586),"(35.034586, -85.267198)",4,2022,10,24,7,0
22-116369,2022-10-25 20:13:00,20.0,801 Oak St,SR-1,Chattanooga,Hamilton,Oak St,0.0,1,0,0,0,1,0,25.0,1,0,1,0,0.0,0.0,35.044657,-85.295307,POINT (-85.295307 35.044657),"(35.044657, -85.295307)",0,2022,10,25,20,1
22-119020,2022-11-01 19:37:00,19.5,1 - 13 Frazier Ave,,Chattanooga,Hamilton,N Market St,,4,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.062644,-85.308526,POINT (-85.308526 35.062644),"(35.062644, -85.308526)",0,2022,11,1,19,1
22-121551,2022-11-08 13:35:00,13.5,Rossville Blvd,,Chattanooga,Hamilton,E 50th St,,5,0,0,0,1,0,55.0,1,0,1,0,0.0,0.0,34.9856233,-85.287237,POINT (-85.287237 34.9856233),"(34.9856233, -85.287237)",4,2022,11,8,13,1
22-123984,2022-11-15 05:56:00,6.0,1030 E 11th St,,Chattanooga,Hamilton,Central Ave,,1,0,0,0,1,0,30.0,1,4,1,0,0.0,0.0,35.037635,-85.293588,POINT (-85.293588 35.037635),"(35.037635, -85.293588)",0,2022,11,15,5,1
22-124748,2022-11-17 03:47:00,4.0,3709 Cummings Hwy,SR-3700,Chattanooga,Hamilton,Birmingham Hwy,,5,0,0,0,1,0,40.0,1,0,1,0,0.0,0.0,35.018407,-85.379611,POINT (-85.379611 35.018407),"(35.018407, -85.379611)",0,2022,11,17,3,3
22-125250,2022-11-18 14:02:00,14.0,2300 4th Ave,,Chattanooga,Hamilton,Interstate 24,,1,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.017689,-85.280427,POINT (-85.280427 35.017689),"(35.017689, -85.280427)",4,2022,11,18,14,4
22-126401,2022-11-21 19:00:00,19.0,2008 Gunbarrel Rd,,Chattanooga,Hamilton,Lifestyle Way,,4,0,0,0,1,0,35.0,1,0,1,0,0.0,1.0,35.040787,-85.151908,POINT (-85.151908 35.040787),"(35.040787, -85.151908)",0,2022,11,21,19,0
22-127390,2022-11-24 17:57:00,18.0,S Holtzclaw Ave,,Chattanooga,Hamilton,E Main St,,4,0,1,0,1,0,35.0,1,0,1,0,0.0,0.0,35.028961,-85.288147,POINT (-85.288147 35.028961),"(35.028961, -85.288147)",1,2022,11,24,17,3
22-130932,2022-12-04 16:07:00,16.0,3800 Tennessee Ave,SR-1,Chattanooga,Hamilton,W 37th St,1.0,1,0,0,0,1,0,15.0,1,4,1,0,0.0,0.0,35.009944,-85.326184,POINT (-85.326184 35.009944),"(35.009944, -85.326184)",4,2022,12,4,16,6
22-131735,2022-12-06 18:34:00,18.5,Broad St,,Chattanooga,Hamilton,W 4th St,,1,0,0,0,1,0,30.0,1,4,1,0,0.0,0.0,35.052295,-85.310664,POINT (-85.310664 35.052295),"(35.052295, -85.310664)",5,2022,12,6,18,1
22-133748,2022-12-12 05:57:00,6.0,555 Signal Mountain Rd,,Chattanooga,Hamilton,Signal Mountain Rd,,5,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.094817,-85.329364,POINT (-85.329364 35.094817),"(35.094817, -85.329364)",0,2022,12,12,5,0
22-135638,2022-12-16 22:18:00,22.5,E 3rd St,,Chattanooga,Hamilton,Palmetto,,5,0,1,0,1,0,35.0,1,0,1,0,,,35.0815569,-85.262451,POINT (-85.262451 35.0815569),"(35.0815569, -85.262451)",0,2022,12,16,22,4
22-138277,2022-12-24 12:14:00,12.0,5928 Hixson Pike,,Chattanooga,Hamilton,Cassandra Smith Road,,4,0,0,0,1,0,,1,0,1,0,0.0,0.0,35.147481,-85.20734,POINT (-85.20734 35.147481),"(35.147481, -85.207340)",4,2022,12,24,12,5
23-000992,2023-01-03 19:00:00,19.0,2000 E 23rd St,,Chattanooga,Hamilton,S Kelly St,,4,0,0,0,1,0,45.0,1,4,1,0,0.0,1.0,35.018022,-85.280782,POINT (-85.280782 35.018022),"(35.018022, -85.280782)",0,2023,1,3,19,1
23-001407,2023-01-04 20:35:00,20.5,Birmingham Highway,US-11,Chattanooga,Hamilton,Cummings Road,,4,0,0,0,1,0,45.0,1,0,1,0,0.0,0.0,35.008334,-85.390573,POINT (-85.390573 35.008334),"(35.008334, -85.390573)",1,2023,1,4,20,2
23-002976,2023-01-09 12:49:00,13.0,670-699 Georgia Ave,,Chattanooga,Hamilton,Oak St,,5,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.00457,-85.227469,POINT (-85.227469 35.00457),"(35.004570, -85.227469)",4,2023,1,9,12,0
23-005880,2023-01-17 15:16:00,15.5,2607 Glass St,,Chattanooga,Hamilton,N Chamberlain Ave,,4,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.066172,-85.247498,POINT (-85.247498 35.066172),"(35.066172, -85.247498)",4,2023,1,17,15,1
23-006460,2023-01-19 06:51:00,7.0,600 E 10th St,,Chattanooga,Hamilton,Peeples St,,1,0,1,0,1,0,25.0,1,4,1,0,0.0,0.0,35.041635,-85.300752,POINT (-85.300752 35.041635),"(35.041635, -85.300752)",1,2023,1,19,6,3
23-008956,2023-01-26 05:58:00,6.0,South Holtzclaw Ave,,Chattanooga,Hamilton,East Main,,4,0,0,0,1,0,40.0,1,4,1,0,0.0,0.0,35.029289,-85.288517,POINT (-85.288517 35.029289),"(35.029289, -85.288517)",5,2023,1,26,5,3
23-011510,2023-02-02 07:21:00,7.5,E 3rd St,,Chattanooga,Hamilton,Glenwood Dr,,1,0,0,0,1,0,40.0,1,4,1,0,0.0,0.0,35.036828,-85.261088,POINT (-85.261088 35.036828),"(35.036828, -85.261088)",5,2023,2,2,7,3
23-011797,2023-02-03 01:22:00,1.5,1900 Market St,,Chattanooga,Hamilton,E 20th St,,5,0,0,0,1,0,30.0,1,0,1,0,0.0,1.0,35.0805729,-85.262169,POINT (-85.262169 35.0805729),"(35.0805729, -85.262169)",0,2023,2,3,1,4
23-011994,2023-02-03 15:05:00,15.0,1400 Greenwood Rd,,Chattanooga,Hamilton,Wilcox Blvd,,5,0,1,0,1,0,35.0,1,0,1,0,0.0,0.0,35.050951,-85.242943,POINT (-85.242943 35.050951),"(35.050951, -85.242943)",4,2023,2,3,15,4
23-018569,2023-02-21 13:36:00,13.5,1500 E 23rd St,,Chattanooga,Hamilton,Watauga St.,,4,0,1,0,1,0,40.0,1,0,1,0,0.0,0.0,35.0213,-85.289044,POINT (-85.289044 35.0213),"(35.021300, -85.289044)",4,2023,2,21,13,1
23-022310,2023-03-03 06:31:00,6.5,5311 Highway 153,,Chattanooga,Hamilton,Hixson Pike,,1,0,0,0,1,0,45.0,1,4,1,0,0.0,1.0,35.128246,-85.243412,POINT (-85.243412 35.128246),"(35.128246, -85.243412)",0,2023,3,3,6,4
23-022542,2023-03-03 19:25:00,19.5,3100 Brainerd Rd,,Chattanooga,Hamilton,S Seminole Dr,,1,0,1,0,1,0,35.0,1,0,1,0,0.0,0.0,35.027705,-85.255515,POINT (-85.255515 35.027705),"(35.027705, -85.255515)",0,2023,3,3,19,4
23-022549,2023-03-03 19:45:00,20.0,Riverside Dr,,Chattanooga,Hamilton,Wilcox Blvd,,4,0,0,0,1,0,50.0,1,5,1,0,0.0,1.0,35.058124,-85.279715,POINT (-85.279715 35.058124),"(35.058124, -85.279715)",0,2023,3,3,19,4
23-023625,2023-03-06 16:11:00,16.0,Market St,,Chattanooga,Hamilton,E 20th St,,5,0,1,0,1,0,40.0,1,0,1,0,0.0,0.0,35.031474,-85.308821,POINT (-85.308821 35.031474),"(35.031474, -85.308821)",4,2023,3,6,16,0
23-025726,2023-03-12 03:16:00,3.5,,US-27,Chattanooga,Hamilton,Carter St,,0,0,0,1,0,0,55.0,1,4,1,0,0.0,1.0,35.0328476,-85.318962,POINT (-85.318962 35.0328476),"(35.0328476, -85.318962)",0,2023,3,12,3,6
23-029135,2023-03-21 16:30:00,16.5,301 Cherokee Blvd,,Chattanooga,Hamilton,Manufacturers Rd,,5,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.064434,-85.311825,POINT (-85.311825 35.064434),"(35.064434, -85.311825)",4,2023,3,21,16,1
23-030080,2023-03-24 04:19:00,4.5,24 WB interstate,,Chattanooga,Hamilton,Cummings Hwy,,0,0,0,1,0,0,55.0,1,0,1,0,1.0,1.0,35.024104,-85.378093,POINT (-85.378093 35.024104),"(35.024104, -85.378093)",1,2023,3,24,4,4
23-030399,2023-03-24 20:12:00,20.0,1099 Graysville Rd,,Chattanooga,Hamilton,E Brainerd Rd,,1,0,0,0,1,0,45.0,1,0,1,0,0.0,0.0,35.003473,-85.149326,POINT (-85.149326 35.003473),"(35.003473, -85.149326)",0,2023,3,24,20,4
23-032522,2023-03-29 21:35:00,21.5,7420 Bonny Oaks Dr,,Chattanooga,Hamilton,Lee Hwy,,0,0,1,1,0,0,45.0,2,0,1,0,0.0,0.0,35.060924,-85.136539,POINT (-85.136539 35.060924),"(35.060924, -85.136539)",0,2023,3,29,21,2
23-036793,2023-04-09 20:53:00,21.0,402 Laverne Dr,,Chattanooga,Hamilton,Nelson Rd,,5,0,0,0,1,0,15.0,1,0,1,0,0.0,1.0,35.054227,-85.311035,POINT (-85.311035 35.054227),"(35.054227, -85.311035)",1,2023,4,9,20,6
23-048993,2023-05-10 09:00:00,9.0,1300 E 3rd St,,Chattanooga,Hamilton,N Highland Park Ave,,1,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.043072,-85.279331,POINT (-85.279331 35.043072),"(35.043072, -85.279331)",4,2023,5,10,9,2
23-054451,2023-05-23 12:57:00,13.0,1600 E 23rd St,,Chattanooga,Hamilton,S Holly St,,5,0,0,0,1,0,,1,0,1,0,0.0,0.0,35.020674,-85.288894,POINT (-85.288894 35.020674),"(35.020674, -85.288894)",4,2023,5,23,12,1
23-055074,2023-05-24 21:50:00,22.0,5518 Brainerd Rd,,Chattanooga,Hamilton,Spring Creek Rd,,4,0,0,0,1,0,40.0,1,0,1,0,0.0,1.0,35.009528,-85.218556,POINT (-85.218556 35.009528),"(35.009528, -85.218556)",0,2023,5,24,21,2
23-055162,2023-05-25 05:30:00,5.5,3200 Clio Ave,,Chattanooga,Hamilton,E 32nd St,,4,0,1,0,1,0,30.0,1,0,1,0,0.0,0.0,35.007748,-85.292197,POINT (-85.292197 35.007748),"(35.007748, -85.292197)",3,2023,5,25,5,3
23-058623,2023-06-02 15:55:00,16.0,865 E 3rd St,,Chattanooga,Hamilton,Collins St,,4,0,0,0,1,0,30.0,1,0,1,0,0.0,0.0,35.049753,-85.295057,POINT (-85.295057 35.049753),"(35.049753, -85.295057)",4,2023,6,2,15,4
23-059264,2023-06-04 00:16:00,0.5,,I-24,Chattanooga,Hamilton,4th Ave,181.2,0,0,1,1,0,0,55.0,1,0,1,0,0.0,1.0,35.014461,-85.273661,POINT (-85.273661 35.014461),"(35.0144610, -85.273661)",0,2023,6,4,0,6
23-060182,2023-06-06 12:09:00,12.0,5764 Highway 153,,Chattanooga,Hamilton,Parking Lot,,4,0,0,0,1,0,15.0,1,0,1,0,0.0,0.0,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",4,2023,6,6,12,1
